x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,etiqueta
0.24826801,0.684096,-1.1248206e-08,0.1831595,0.6412949,-0.0015481988,0.12323916,0.5453682,-0.006943808,0.095648564,0.47226328,-0.022432137,0.12072665,0.42197224,-0.034236908,0.15276136,0.39519137,0.031850126,0.12801073,0.28629234,0.0126972655,0.1054473,0.33570325,0.0026147102,0.104662225,0.39454624,-0.0012105996,0.18491569,0.38216507,0.012455715,0.16071658,0.2599557,-0.030645262,0.13456297,0.32593316,-0.059260458,0.1289821,0.3941524,-0.06613043,0.22028552,0.3815496,-0.011147841,0.19605795,0.27188033,-0.047061868,0.16944765,0.34340253,-0.064348854,0.16321887,0.4127719,-0.06399233,0.2584124,0.38693285,-0.037234258,0.2503853,0.26902938,-0.05945213,0.23804018,0.19574684,-0.07455746,0.23223928,0.13093325,-0.08082254,I
0.2575547,0.7005897,-1.1113289e-08,0.19634998,0.6662756,-0.0036924006,0.13707343,0.5807422,-0.012215521,0.10448829,0.5168927,-0.030366639,0.11924008,0.46145713,-0.045062426,0.161448,0.42547914,0.025496576,0.13582806,0.31694221,0.0049070343,0.1162443,0.36696473,-0.005779219,0.117761604,0.42676046,-0.010141442,0.19358814,0.41183215,0.006955967,0.16865364,0.2922833,-0.03824633,0.14555298,0.3596697,-0.067068316,0.14281943,0.42826435,-0.07396545,0.22861445,0.4093681,-0.015576733,0.20360118,0.30132294,-0.05269481,0.17819233,0.36998063,-0.06995892,0.1725648,0.43754745,-0.06982315,0.2657405,0.41273144,-0.04059764,0.25767505,0.29728177,-0.06397131,0.24586369,0.22522646,-0.079334706,0.23999947,0.16117594,-0.08579529,I
0.2526941,0.74123013,-9.798437e-09,0.19208384,0.70026475,-0.0010558054,0.13563696,0.6182823,-0.008756812,0.10194686,0.5585136,-0.026434273,0.1072925,0.50725377,-0.040914007,0.15989706,0.4568429,0.029314127,0.13449153,0.35591587,0.011202203,0.112481885,0.40796584,0.00058894075,0.111127004,0.46734983,-0.004018381,0.18894082,0.4440177,0.010359566,0.16129203,0.33787185,-0.03046115,0.1369822,0.40918157,-0.058565766,0.13302077,0.47857463,-0.066162944,0.22164032,0.4418804,-0.012121992,0.19408245,0.34517723,-0.044897474,0.16777754,0.41546023,-0.061806202,0.16060477,0.48299992,-0.06296265,0.25724548,0.44540676,-0.03695729,0.24911106,0.3353071,-0.056544993,0.23799345,0.27060205,-0.07026764,0.23167698,0.2143932,-0.07652517,I
0.25607008,0.77183896,-8.0699065e-09,0.18971655,0.73318887,-0.0012405985,0.13349319,0.6426414,-0.00665334,0.111718796,0.56801486,-0.021631729,0.13708161,0.51751286,-0.033114377,0.16447067,0.4928521,0.031217346,0.13990453,0.393136,0.016385239,0.11941357,0.4412315,0.008252559,0.11983921,0.4988982,0.004932511,0.19455802,0.47910488,0.01290467,0.16899508,0.37368366,-0.021440305,0.14651757,0.4359786,-0.0471381,0.14332777,0.5011794,-0.05475537,0.22761911,0.47824997,-0.009102081,0.20062174,0.38253582,-0.03718254,0.17741753,0.44684517,-0.05385768,0.17228134,0.5109756,-0.056231927,0.26385954,0.4843809,-0.03351123,0.25241446,0.37582892,-0.051104084,0.23923354,0.30885372,-0.06495855,0.23159155,0.25232673,-0.07205921,I
0.26105183,0.81809914,-8.16315e-09,0.19745414,0.77656674,0.0011821397,0.13988431,0.6854219,-0.0042616026,0.1139724,0.6140874,-0.019952696,0.13613592,0.5622037,-0.032691725,0.17495881,0.53121674,0.03265532,0.15443024,0.42315936,0.015643746,0.13101465,0.46473086,0.0054462384,0.12522435,0.52047545,0.0009250527,0.20428254,0.5231591,0.012875652,0.1815911,0.41177982,-0.023518939,0.1581813,0.47724724,-0.049893994,0.15208393,0.54496735,-0.05729224,0.23647125,0.5260351,-0.010643409,0.21142094,0.42307895,-0.040561203,0.18681064,0.48586172,-0.05728601,0.17836958,0.5491979,-0.059132766,0.27064785,0.5355873,-0.036475275,0.26031733,0.42331076,-0.055030484,0.2472551,0.35523972,-0.068946764,0.23881267,0.2967544,-0.07580949,I
0.27365816,0.83468115,-9.347824e-09,0.21191624,0.7922566,-0.008669942,0.1571632,0.6933693,-0.013627763,0.13696265,0.6156508,-0.025998997,0.1690954,0.58417666,-0.034264628,0.19058949,0.5542739,0.026802976,0.17323281,0.45532817,0.012643432,0.15615268,0.50406784,0.005669869,0.15814155,0.55826443,0.0033445565,0.22058368,0.54171187,0.013850287,0.20336042,0.43466136,-0.020060696,0.18247947,0.495469,-0.04527412,0.1781612,0.5544779,-0.05198321,0.25327384,0.54205084,-0.003364381,0.23477012,0.44172132,-0.030714707,0.21245413,0.50108945,-0.048334967,0.20665056,0.5609791,-0.050565828,0.28848973,0.550211,-0.023617664,0.28171134,0.44360897,-0.039559517,0.27331543,0.3754306,-0.054397702,0.27092865,0.31799802,-0.061933152,I
0.31096306,0.8523475,-8.452117e-09,0.24863341,0.8092732,-0.013199301,0.19651516,0.71470594,-0.024404116,0.19207413,0.6383234,-0.04258985,0.2300251,0.6083689,-0.056848135,0.22013222,0.5696667,0.010995099,0.2035304,0.45551246,-0.012439966,0.19467849,0.49738908,-0.024091804,0.19768351,0.55535096,-0.029067498,0.2568489,0.56099313,-0.0030684343,0.24178497,0.45788074,-0.04479953,0.22912301,0.5335752,-0.06994502,0.22713533,0.597768,-0.075827196,0.29335067,0.5680047,-0.021834832,0.27969697,0.47198498,-0.055491176,0.26276118,0.5356408,-0.07215884,0.25649607,0.5958217,-0.07324291,0.33114958,0.584975,-0.04410011,0.3247555,0.47895372,-0.063495845,0.31620255,0.4133897,-0.077929266,0.31163192,0.35683817,-0.084992215,I
0.34900787,0.8581052,-7.3406463e-09,0.28804374,0.80992895,-0.009280564,0.24198663,0.712688,-0.011193995,0.24169128,0.63701856,-0.01936997,0.28382298,0.62049294,-0.023001943,0.27367446,0.58819354,0.027538816,0.25565678,0.4940922,0.017693343,0.2472915,0.5519352,0.013887227,0.25491256,0.6056419,0.012694464,0.30400845,0.57527983,0.016508719,0.28545773,0.48232067,-0.011591967,0.27386218,0.5517222,-0.033131316,0.27711922,0.60371655,-0.038766872,0.33558154,0.5748381,0.0011529021,0.32084325,0.4808756,-0.022335509,0.30645528,0.53916705,-0.03969414,0.30600512,0.5946107,-0.042966478,0.37071905,0.58244157,-0.017031712,0.36733687,0.48458427,-0.03045146,0.35918704,0.4208475,-0.045546014,0.35607183,0.36607307,-0.05412311,I
0.37521356,0.86517745,-8.507753e-09,0.3172812,0.809375,-0.01343964,0.27523577,0.7033278,-0.016943688,0.28164965,0.62496537,-0.025464809,0.32758874,0.6212266,-0.029334707,0.30375117,0.5847404,0.019455744,0.29071605,0.49012566,0.006558797,0.2841467,0.5514211,0.0016701688,0.28858548,0.6030864,-0.00016697583,0.33785322,0.5714813,0.009922498,0.32658625,0.47494245,-0.020599224,0.31479302,0.5469793,-0.041673545,0.31350568,0.594087,-0.04705935,0.3717097,0.5750598,-0.004372725,0.36237565,0.47587007,-0.030348377,0.34642127,0.532393,-0.047886696,0.34174982,0.5873248,-0.05080445,0.40850675,0.5910723,-0.021690663,0.4089461,0.49106967,-0.03601548,0.40533242,0.42460373,-0.051710494,0.40567788,0.36932084,-0.06071152,I
0.405341,0.8299958,-8.965507e-09,0.34624055,0.78032315,-0.018406844,0.3013026,0.68424654,-0.024005568,0.30372396,0.6018662,-0.034120828,0.35019743,0.5818448,-0.038704053,0.32705155,0.55627483,0.022921683,0.31404132,0.46265674,0.012164604,0.31085572,0.5266619,0.008339695,0.31797358,0.5759267,0.0069577238,0.35967827,0.5410427,0.015968742,0.3487567,0.4462794,-0.01288416,0.34109452,0.52094406,-0.034338884,0.3411434,0.56187063,-0.039631583,0.39290324,0.540216,0.0036428804,0.3830371,0.44032186,-0.021427654,0.37256622,0.5035365,-0.039096028,0.37202728,0.5611195,-0.041483577,0.43013963,0.54999673,-0.01210098,0.42681807,0.45372897,-0.02499787,0.42036605,0.39068192,-0.040291198,0.4182232,0.33676523,-0.048689414,I
0.41835204,0.7864839,-1.0639709e-08,0.3666745,0.7423179,-0.018837621,0.32294685,0.65596735,-0.02829038,0.3130585,0.5805672,-0.04310193,0.3474666,0.5378833,-0.05331632,0.34180525,0.52275234,0.021402571,0.3262519,0.4312215,0.0069205915,0.3223734,0.48340482,-0.00044000015,0.3286195,0.5323549,-0.0038833823,0.37321246,0.50788623,0.0130050955,0.36001924,0.4066678,-0.020747192,0.35309696,0.472728,-0.044955254,0.3529408,0.52002954,-0.05122661,0.4061543,0.50665957,-0.0012286658,0.39287654,0.4035052,-0.029340947,0.38351783,0.4603626,-0.047794454,0.38358602,0.5173453,-0.050740562,0.4423288,0.5163907,-0.01903263,0.43759173,0.41888887,-0.03549643,0.4286573,0.35402048,-0.052223247,0.42391866,0.29804444,-0.061271925,I
0.41951388,0.6657027,-1.1454412e-08,0.36476293,0.6271454,-0.025266314,0.31871325,0.5341846,-0.034397956,0.31175208,0.43656975,-0.047294024,0.34507674,0.38704407,-0.055231765,0.3273946,0.4092968,0.02082892,0.31458807,0.30577123,0.0052531497,0.31441322,0.33944017,-0.0031103448,0.32264507,0.39057562,-0.006832657,0.36192915,0.38260648,0.016442489,0.35423443,0.27910852,-0.016031608,0.35357317,0.33895227,-0.041767295,0.35470113,0.3844359,-0.04926187,0.3958603,0.37190259,0.0052908943,0.38763767,0.2643423,-0.024520723,0.38084117,0.3132397,-0.047365222,0.38007697,0.3732163,-0.052175067,0.4340234,0.3739342,-0.009696761,0.4302846,0.2729407,-0.026331576,0.42308182,0.19759898,-0.045072645,0.41796815,0.14152715,-0.055194333,I
0.4222375,0.61108637,-9.472851e-09,0.36540836,0.5659031,-0.031251956,0.31718916,0.47512418,-0.04251904,0.3094421,0.37636194,-0.05740063,0.34568435,0.32693356,-0.067749314,0.32474285,0.3526435,0.022116486,0.31553954,0.24662085,0.0022131838,0.3129421,0.27276257,-0.011250013,0.31873897,0.31890768,-0.018131053,0.36286178,0.32370153,0.018873272,0.35844994,0.20524532,-0.01927227,0.35648963,0.25707456,-0.053004444,0.3555316,0.3018263,-0.065381154,0.40013298,0.31172147,0.0075103543,0.39309254,0.19300097,-0.028814698,0.38611346,0.23516668,-0.060706433,0.38441214,0.29579842,-0.07057278,0.44207576,0.3129786,-0.008012767,0.4372423,0.21017681,-0.030103307,0.42990914,0.13229117,-0.05522257,0.424351,0.074637264,-0.06974219,I
0.42738518,0.60687035,-9.123493e-09,0.37005004,0.5599226,-0.022391032,0.32258177,0.46212503,-0.031026263,0.31360304,0.3659976,-0.04461437,0.35036162,0.31127223,-0.053187743,0.33459124,0.33953524,0.02735922,0.32326117,0.22726807,0.012391684,0.31933904,0.2668099,0.003564789,0.32534143,0.31843284,-0.00085898576,0.37147224,0.31612167,0.02057308,0.36251011,0.1883108,-0.014165873,0.35690948,0.23918386,-0.04411373,0.3554057,0.28534603,-0.05416379,0.40883154,0.30746436,0.007211588,0.39922255,0.18377283,-0.02313351,0.3890864,0.23029608,-0.04885575,0.38673976,0.29246777,-0.055762835,0.45145297,0.31123418,-0.009857184,0.44603583,0.20581076,-0.027737355,0.43586618,0.12848276,-0.04877004,0.42820543,0.06866884,-0.060751088,I
0.4432203,0.6064924,-8.26832e-09,0.38678753,0.5547867,-0.01522203,0.33937034,0.45153666,-0.01908096,0.33425188,0.35781077,-0.028833894,0.37219858,0.3140904,-0.034537874,0.35125935,0.33946627,0.030104736,0.3380244,0.2272543,0.014891898,0.33413035,0.2569635,0.0063317074,0.34245712,0.31014732,0.0022739673,0.38674408,0.31717744,0.01981357,0.37674764,0.18852252,-0.014065549,0.37359256,0.23079637,-0.043416977,0.37651953,0.28006092,-0.053652894,0.42297032,0.31106868,0.003365573,0.41238633,0.18759905,-0.027187232,0.40483952,0.2239064,-0.054026466,0.4054566,0.27949172,-0.062379234,0.46465272,0.3183952,-0.016158937,0.45755312,0.21022007,-0.035996668,0.44486907,0.13399988,-0.058267534,0.43570152,0.07668352,-0.07126902,I
0.4562314,0.60213554,-8.455872e-09,0.40063822,0.5531642,-0.019051567,0.35393703,0.4537717,-0.02444756,0.34823853,0.3597365,-0.03494542,0.3840959,0.31445378,-0.04109972,0.3669335,0.34169924,0.028682608,0.35521498,0.23121244,0.013482247,0.3476472,0.2604287,0.0041600782,0.35217062,0.3112325,-0.00047940604,0.40084025,0.31682593,0.020686693,0.39073023,0.18730463,-0.013456172,0.38353837,0.22638884,-0.04387246,0.3837119,0.27342424,-0.054928243,0.43558884,0.30870005,0.0063912817,0.42472583,0.18644597,-0.024372894,0.41501555,0.22934613,-0.050807763,0.41422758,0.29029346,-0.058535706,0.47651368,0.3144838,-0.011354084,0.46830416,0.21045326,-0.030896513,0.45717403,0.13478473,-0.052695036,0.44949728,0.07780811,-0.065180875,I
0.4787124,0.59714013,-5.582588e-09,0.42279974,0.54176265,-0.016223198,0.37785754,0.43907797,-0.018475698,0.3851376,0.34496406,-0.025507012,0.43027478,0.31941468,-0.027787914,0.38877615,0.33723676,0.028581992,0.37756127,0.2299203,0.014928712,0.37775323,0.26470506,0.00798235,0.38470215,0.31266946,0.004942611,0.42401433,0.31320897,0.020389516,0.414965,0.1999329,-0.008710162,0.4147988,0.2524313,-0.033161182,0.4165716,0.2951005,-0.04109278,0.4592014,0.3071418,0.0058506504,0.44897804,0.1936876,-0.0211372,0.4458039,0.23704542,-0.043989576,0.44746244,0.29352576,-0.05000664,0.49979785,0.31618422,-0.011921311,0.49277914,0.21489203,-0.027544335,0.48280647,0.14267944,-0.046830032,0.47493443,0.08827877,-0.058177814,I
0.5092195,0.6247432,-4.8060618e-09,0.45544067,0.5751016,-0.007061361,0.411635,0.47746062,-0.0061632353,0.4129679,0.39108077,-0.01201264,0.45180792,0.36330962,-0.014063504,0.4248022,0.3737505,0.03856926,0.40637258,0.27186334,0.026898785,0.40484095,0.27994052,0.019752841,0.40991414,0.3090052,0.017136207,0.45861807,0.34603918,0.027924066,0.44527194,0.24643165,0.0035249765,0.44966593,0.30727732,-0.016136631,0.45414805,0.35192657,-0.020255415,0.493395,0.33444944,0.011332212,0.48127326,0.2292498,-0.011536429,0.4809354,0.2769161,-0.02982036,0.4843384,0.33022836,-0.0330465,0.5334559,0.3391665,-0.007991869,0.52719617,0.23699722,-0.020309275,0.5168541,0.16603515,-0.036111638,0.5086231,0.10953274,-0.044946942,I
0.5287335,0.66548777,-7.699324e-09,0.4776217,0.6311358,-0.038077615,0.43439966,0.54516083,-0.055893067,0.43713066,0.45604244,-0.074822426,0.47641292,0.40584064,-0.088322,0.43820798,0.4155878,8.3312356e-05,0.42812106,0.31252718,-0.0193039,0.43670753,0.35575113,-0.029372267,0.44652945,0.40868217,-0.034566287,0.47626087,0.39071783,0.0010925153,0.4700689,0.28816283,-0.033878386,0.47466624,0.34840864,-0.06053505,0.47542465,0.38753873,-0.06969156,0.51347923,0.3809336,-0.004887286,0.5076625,0.27508008,-0.034201223,0.50832623,0.32205868,-0.05709076,0.5100139,0.37699085,-0.0635608,0.5538052,0.3849525,-0.015603297,0.5488572,0.28554013,-0.03179719,0.54124177,0.21653119,-0.05093133,0.5350774,0.1612756,-0.06230933,I
0.5178865,0.70690954,-1.0118056e-08,0.4711413,0.6747513,-0.03547717,0.43093324,0.59912145,-0.055554144,0.42588064,0.5219293,-0.07792076,0.45680556,0.46572384,-0.0955081,0.43594727,0.4539769,-0.00022942363,0.4247973,0.35753715,-0.021953745,0.42661166,0.40311402,-0.034489967,0.43500537,0.45615456,-0.04094322,0.4719189,0.43423045,-0.0016004228,0.46358946,0.3393926,-0.041382786,0.4630094,0.40702417,-0.07006074,0.4643621,0.4537971,-0.07940021,0.50774115,0.4277098,-0.009427088,0.49946055,0.32686996,-0.04187355,0.49574694,0.37916172,-0.06435849,0.49704844,0.43641505,-0.070062205,0.54612243,0.43203348,-0.021844434,0.5413334,0.33576202,-0.039989516,0.5330581,0.26986593,-0.0585954,0.5273598,0.21483022,-0.0693153,I
0.5057018,0.7720101,-8.9347925e-09,0.45714775,0.7418469,-0.034360196,0.41540405,0.66684663,-0.052932315,0.41549438,0.59026873,-0.07371728,0.45428997,0.546539,-0.08950287,0.4281181,0.5280072,-0.003181432,0.41661352,0.43218407,-0.024759036,0.42090258,0.48585898,-0.035446923,0.42974055,0.53903216,-0.040751405,0.46354392,0.508578,-0.0051498464,0.4547003,0.41510487,-0.044979606,0.45478293,0.48582608,-0.071475126,0.4561106,0.5298108,-0.079493366,0.498213,0.503617,-0.013437296,0.48962328,0.40467083,-0.047031112,0.48648652,0.4618638,-0.06837232,0.48793572,0.5204274,-0.07274384,0.5355033,0.5104885,-0.026058532,0.53015774,0.41511664,-0.04535171,0.52349925,0.35055727,-0.06399806,0.519548,0.2968232,-0.07433711,I
0.50054395,0.8751193,-8.805101e-09,0.45450628,0.8362978,-0.03336334,0.42068034,0.75569963,-0.051246,0.4273136,0.68842643,-0.07109403,0.46340168,0.656218,-0.085792765,0.43816072,0.61871177,-0.0043543647,0.42850637,0.5286018,-0.026413942,0.43209267,0.5891951,-0.036702733,0.43960845,0.6428623,-0.041351993,0.47381628,0.6068874,-0.0057340423,0.46665758,0.51895636,-0.04699061,0.46413064,0.5979644,-0.071809046,0.46419078,0.6438697,-0.077924676,0.50745213,0.60904676,-0.013132878,0.500707,0.51623166,-0.04757195,0.49576876,0.5852362,-0.065076195,0.4956441,0.64615715,-0.066197865,0.54206604,0.6208591,-0.024894997,0.540652,0.5279203,-0.043994118,0.53799224,0.46798432,-0.060155902,0.5374624,0.41265967,-0.068252265,I
0.50513846,0.91479075,-7.817328e-09,0.45714304,0.8725985,-0.030056685,0.42362398,0.7840827,-0.043022454,0.4362171,0.7127657,-0.057914484,0.47805834,0.69415766,-0.0674217,0.4439954,0.6569663,0.0022977153,0.43571746,0.5680109,-0.015252542,0.44160843,0.629795,-0.022879036,0.44916445,0.68110234,-0.026384208,0.47980314,0.6426869,0.0008762852,0.47313857,0.5583495,-0.034211434,0.47220024,0.63638353,-0.05675496,0.47219393,0.6776575,-0.062624395,0.51329714,0.64334756,-0.006495175,0.5076933,0.5519134,-0.03687336,0.5041576,0.61943835,-0.054974463,0.5037063,0.67992914,-0.057167985,0.54837275,0.65546083,-0.017841302,0.5482094,0.5643215,-0.03434982,0.54686785,0.50152916,-0.051199265,0.54657036,0.44552588,-0.060332656,I
0.51210076,0.9375767,-7.888058e-09,0.46469316,0.89418316,-0.032192774,0.43284845,0.8075443,-0.04692361,0.44829735,0.73947406,-0.06309693,0.49183482,0.7246302,-0.07363681,0.4529426,0.6794295,-0.0024177313,0.44603688,0.5948139,-0.021549447,0.45429775,0.6597693,-0.02966766,0.46182066,0.709321,-0.033314675,0.49038213,0.666198,-0.0028891945,0.48571074,0.58308744,-0.039694645,0.4858704,0.66221756,-0.061667304,0.48422024,0.69998586,-0.06694065,0.5247208,0.668387,-0.009378905,0.52104115,0.57935655,-0.041170284,0.5176071,0.65107065,-0.05766576,0.515352,0.71263844,-0.058304276,0.559599,0.68248504,-0.019973215,0.5607205,0.59024864,-0.03704342,0.5609212,0.530321,-0.05288275,0.5605895,0.47702575,-0.06095952,I
0.5179016,0.9491694,-7.5077216e-09,0.47368932,0.9036716,-0.03366908,0.44384444,0.8160304,-0.04827603,0.4601014,0.74769384,-0.06397329,0.503924,0.7300761,-0.07416115,0.4645305,0.69384885,-0.0022435817,0.45691082,0.6060651,-0.021373032,0.46439552,0.6684835,-0.029397484,0.47217342,0.7184521,-0.03291049,0.5005893,0.6808718,-0.001679482,0.49631602,0.59527993,-0.038238794,0.4969036,0.67324716,-0.06053441,0.49617255,0.71102124,-0.06599022,0.53370595,0.68254024,-0.0074205874,0.5305558,0.58958364,-0.039888408,0.52821046,0.65952027,-0.05778099,0.5269497,0.72106814,-0.059214886,0.5676897,0.6959421,-0.017251348,0.56963986,0.6055762,-0.035192285,0.5705719,0.5453238,-0.05210086,0.5712057,0.49144813,-0.060824078,I
0.5219771,0.953318,-7.859714e-09,0.47903126,0.90734816,-0.03381364,0.45076808,0.8221868,-0.049836095,0.47040838,0.75923157,-0.06691389,0.514498,0.7482054,-0.078323044,0.46921515,0.69606906,-0.005184792,0.46380457,0.61197746,-0.025337953,0.4714542,0.67707217,-0.03413124,0.47700503,0.7269754,-0.038215343,0.50691867,0.6849076,-0.004778859,0.50432295,0.6032593,-0.041729692,0.5045604,0.6831676,-0.06348391,0.5018663,0.7195531,-0.06885042,0.5407124,0.6886594,-0.010512272,0.539123,0.60005414,-0.042399604,0.53687024,0.67206866,-0.058449574,0.53393596,0.73286957,-0.058998026,0.574309,0.7039518,-0.020454321,0.577232,0.61258554,-0.037254214,0.5782794,0.5530486,-0.052705627,0.57782584,0.4990465,-0.060731225,I
0.5446877,0.94151604,-8.520833e-09,0.50323206,0.89749336,-0.034502517,0.47436577,0.8171556,-0.051144846,0.49025014,0.75234705,-0.06887944,0.5342944,0.73406965,-0.081084736,0.49056518,0.69319206,-0.005765457,0.4856785,0.6077316,-0.026974851,0.49440706,0.66788197,-0.03634686,0.501131,0.7196888,-0.04049664,0.5273105,0.6817916,-0.005179776,0.5265231,0.59845483,-0.044501413,0.52879846,0.6770925,-0.06753185,0.5270128,0.7183295,-0.07297574,0.56077397,0.68460196,-0.010791465,0.56055146,0.5962503,-0.045274805,0.55942637,0.66683125,-0.06274519,0.5570105,0.7306419,-0.06338682,0.594517,0.6983475,-0.020518878,0.5975915,0.6066594,-0.039476644,0.59909564,0.54669046,-0.056059707,0.59879,0.49581406,-0.064305164,I
0.58693755,0.92713565,-6.9226767e-09,0.54394966,0.8740116,-0.023402948,0.5177607,0.7836633,-0.032967627,0.5435037,0.7225095,-0.045283746,0.5907453,0.7285081,-0.052476607,0.5350208,0.6773328,0.007316102,0.5327358,0.5910547,-0.009883487,0.54261774,0.64736795,-0.01735798,0.5467642,0.70069706,-0.020669505,0.57356995,0.66743875,0.0036802976,0.57700527,0.5853593,-0.028204229,0.57898426,0.6624723,-0.047821388,0.57451403,0.70489043,-0.052676246,0.6080223,0.6728275,-0.005798242,0.6123251,0.5853374,-0.034137,0.61072314,0.65285563,-0.049885817,0.6049215,0.714552,-0.05107402,0.6423903,0.69109803,-0.018838804,0.6472015,0.60078245,-0.033591535,0.64913565,0.5395071,-0.048759073,0.6472634,0.4868168,-0.05720665,I
0.60602146,0.9269702,-7.73878e-09,0.56515366,0.87889576,-0.031932388,0.5379265,0.7861178,-0.045447953,0.5563993,0.71805274,-0.06099811,0.60200304,0.7083859,-0.07148361,0.5622904,0.6702813,0.001942113,0.55880004,0.57643074,-0.017877469,0.5639577,0.6308581,-0.026876356,0.56925535,0.68137956,-0.030963436,0.5981789,0.6611116,0.0005032177,0.59886944,0.5702826,-0.036167298,0.59823614,0.64452845,-0.05941315,0.5963798,0.6863408,-0.06538091,0.63083506,0.66647995,-0.0077390186,0.6312452,0.57059926,-0.040893435,0.6290463,0.6363169,-0.060265146,0.6267966,0.6997748,-0.06257553,0.66425073,0.684741,-0.020132368,0.66809314,0.59250057,-0.039532855,0.67024577,0.5288553,-0.057962667,0.6718062,0.47628298,-0.06761203,I
0.62105554,0.9367397,-6.0616343e-09,0.5814565,0.8807608,-0.02590736,0.55629873,0.78469014,-0.035672724,0.5767299,0.71713847,-0.048707407,0.6208407,0.7100357,-0.056962226,0.57463217,0.67583895,0.014256563,0.572593,0.58455193,-0.0038013028,0.57848346,0.62859976,-0.013524368,0.5821769,0.6768517,-0.018144252,0.6105872,0.6649927,0.010767592,0.61231464,0.5755211,-0.02174517,0.61352867,0.64453065,-0.045572825,0.6113429,0.6831527,-0.052756343,0.64380294,0.66872936,0.00023059003,0.6452804,0.57393116,-0.02970524,0.64517534,0.63479203,-0.050020225,0.64257693,0.69396275,-0.053817336,0.6782005,0.68637025,-0.014166962,0.681838,0.5962594,-0.031094035,0.68425477,0.5346252,-0.049069967,0.68494684,0.48283827,-0.058952317,I
0.6325355,0.92894745,-8.774425e-09,0.59550875,0.8811235,-0.0366674,0.56911385,0.79199064,-0.05485704,0.5841337,0.7243854,-0.074535474,0.6258967,0.70424765,-0.08900912,0.5859916,0.67332584,-0.0053110244,0.58233625,0.57735157,-0.029783215,0.59054357,0.6273735,-0.041125134,0.5955244,0.67791575,-0.04657056,0.62269604,0.6650363,-0.006410575,0.62428004,0.5701254,-0.047067184,0.629031,0.6427822,-0.071120776,0.62744945,0.68136126,-0.07731706,0.65603894,0.6702535,-0.015113408,0.6566597,0.5731626,-0.05202313,0.66018885,0.63601595,-0.07167484,0.65960133,0.69530106,-0.07386849,0.6896556,0.68833953,-0.02834319,0.69219625,0.59733963,-0.050862167,0.69530636,0.5340804,-0.06999335,0.6969334,0.47975743,-0.07977716,I
0.63427687,0.88523304,-8.937825e-09,0.6000412,0.8397335,-0.044376068,0.57397044,0.75761455,-0.06834707,0.58563864,0.68627703,-0.092746146,0.6251234,0.651586,-0.11210938,0.5825219,0.6303156,-0.013382011,0.5788122,0.53240526,-0.040927704,0.58962405,0.5748761,-0.055457555,0.5952115,0.62309206,-0.06310082,0.6195777,0.61807966,-0.011662756,0.6214457,0.52255386,-0.054796226,0.6292274,0.59143263,-0.08187197,0.62743664,0.6282072,-0.09026564,0.65384597,0.61963844,-0.018112145,0.6537578,0.52122456,-0.05710327,0.6588442,0.57689214,-0.080128,0.65775126,0.6329926,-0.08481988,0.68866885,0.63544,-0.029468767,0.69107544,0.5435125,-0.053110063,0.6944027,0.4801851,-0.073921494,0.6951387,0.42809054,-0.08511891,I
0.639082,0.83609694,-7.2108675e-09,0.60099673,0.78782165,-0.041290563,0.5765391,0.69632775,-0.06082938,0.5981389,0.62309676,-0.08067898,0.639354,0.5964438,-0.09471838,0.582842,0.5808104,-0.0047653285,0.5796447,0.4830553,-0.028461311,0.5927751,0.5308144,-0.040488657,0.598297,0.5815624,-0.04675311,0.62054384,0.5672561,-0.0026534218,0.621225,0.472351,-0.040552944,0.63018763,0.54516244,-0.06579556,0.62825257,0.58068323,-0.07371789,0.6541905,0.567412,-0.00863152,0.6537425,0.4696651,-0.043312874,0.6613622,0.53020525,-0.06462563,0.6614939,0.58782494,-0.0686554,0.6885637,0.58112067,-0.019439885,0.6910286,0.4874841,-0.039278805,0.6950846,0.4243754,-0.05833052,0.69571114,0.37086132,-0.068746224,I
0.639259,0.78840876,-7.4625595e-09,0.6006249,0.7422218,-0.043147054,0.575027,0.6521106,-0.06356958,0.59470624,0.57791215,-0.08413219,0.63530636,0.5475782,-0.09955023,0.5807777,0.5355369,-0.0062599946,0.5770735,0.43305606,-0.030632263,0.5874609,0.47088134,-0.044469416,0.5942099,0.5225215,-0.051835954,0.61886823,0.52013326,-0.0034794977,0.6191617,0.41903138,-0.041643422,0.6268672,0.48156667,-0.07006616,0.6270876,0.5221653,-0.08038682,0.6532276,0.5183012,-0.008861868,0.65233254,0.41582543,-0.042809766,0.65845776,0.46492514,-0.068151034,0.6598758,0.52130103,-0.07571437,0.6887392,0.53000814,-0.019210685,0.6895211,0.43515402,-0.039277446,0.69089437,0.3689438,-0.06074275,0.69094056,0.31704816,-0.073356755,I
